Question,Answer,Type
191 + 138 - 119 = ?,210,混合運算
268 + 239 = ?,507,加法
貼紙每張23元，小美有86元，最多可買幾張？還剩幾元？,3...17,除法
257 + 121 - 202 = ?,176,混合運算
除數是10，商是10，餘數是2，被除數是多少？,102,除法
每個盒子可放7件蛋糕，現有23件，最少要用多少個盒子？,4,除法
174 + 249 = ?,423,加法
一個長方形花圃，長5米，寬4米，圍欄長多少米？,18,周長計算
每件30元，買4件共需付多少元？,120元,金錢
4小時16分鐘 = 多少分鐘？,256,單位轉換
父親今年28歲，兒子今年8歲，多少年前父親的年齡是兒子的5倍？,3,年齡
有120個蘋果，每10個裝一袋，可以裝多少袋？,12,分組
82 × 74 = ?,6068,乘法
94 × 70 = ?,6580,乘法
一個長方形花圃，長14米，寬13米，圍欄長多少米？,54,周長計算
每件102元，買4件共需付多少元？,408元,金錢
84 × 43 = ?,3612,乘法
一個長方形花圃，長10米，寬5米，圍欄長多少米？,30,周長計算
(93 + 61) × 9 = ?,1386,混合運算
有143個蘋果，每5個裝一袋，可以裝多少袋？餘下幾個？,28...3,分組
(79 + 78) × 4 = ?,628,混合運算
10公斤371克 = 多少克？,10371,單位轉換
一個長方形花圃，長8米，寬15米，圍欄長多少米？,46,周長計算
一個長方形花圃，長17米，寬10米，圍欄長多少米？,54,周長計算
在○裡填上 >、< 或 =：1/12 ? 9/12,<,分數比較
897 - 647 = ?,250,減法
(71 + 35) × 8 = ?,848,混合運算
02:20 出發，經過30分鐘後到達，到達時間是？,02:50,時間計算
163 + 283 = ?,446,加法
在 3118 中，數字「3」表示的數值是？,3000,位值
751 - 324 = ?,427,減法
27的8倍是多少？,216,倍數
每個盒子可放12件蛋糕，現有28件，最少要用多少個盒子？,3,除法
把91個蘋果平均分給5個小朋友，每人得幾個？餘幾個？,18...1,除法
鉛筆每枝27元，買11枝，共要付多少元？,297,乘法
家中有果48個。媽媽吃了8個後，小文吃了餘下的4/5，現在還剩下多少個果？,8,四則應用
把117個蘋果平均分給9個小朋友，每人得幾個？,13,除法
830 - 432 = ?,398,減法
除數是6，商是21，餘數是1，被除數是多少？,127,除法
鉛筆每枝22元，買6枝，共要付多少元？,132,乘法
485 + 339 - 235 = ?,589,混合運算
224 + 367 = ?,591,加法
除數是2，商是24，餘數是1，被除數是多少？,49,除法
22的4倍是多少？,88,倍數
(74 + 81) × 2 = ?,310,混合運算
26 × 7 + 150 = ?,332,混合運算
(64 + 65) × 3 = ?,387,混合運算
有32個蘋果，每6個裝一袋，可以裝多少袋？餘下幾個？,5...2,分組
一個長方形花圃，長9米，寬6米，圍欄長多少米？,30,周長計算
李叔叔每天做50個零件，4天可以做多少個零件？,200,四則應用
電影從17:22開始，到17:52結束，放映了多少分鐘？,30,時間長短
6升850毫升 = 多少毫升？,6850,單位轉換
417 + 285 - 38 = ?,664,混合運算
主食有4種，飲品有5種，各選一種共有多少種搭配？,20,組合
579 - 176 = ?,403,減法
755 - 623 = ?,132,減法
19:27 出發，經過120分鐘後到達，到達時間是？,21:27,時間計算
一個長方形有多少組平行線？,2,幾何
父親今年20歲，兒子今年11歲，多少年前父親的年齡是兒子的2倍？,2,年齡
貼紙每張36元，小美有88元，最多可買幾張？還剩幾元？,2...16,除法
在 25561 中，數字「5」表示的數值是？,5000,位值
甲地到乙地180公里，去程用了2小時，回程用了9小時，回程平均速率是多少km/h？,20,速率
一個長方形花圃，長18米，寬3米，圍欄長多少米？,42,周長計算
電影從14:11開始，到14:26結束，放映了多少分鐘？,15,時間長短
24 × 23 = ?,552,乘法
一個電器首期付74元，之後每期付31元，共7期，總售價多少元？,291元,金錢
每個盒子可放11件蛋糕，現有65件，最少要用多少個盒子？,6,除法
8厘米2毫米 = 多少毫米？,82,單位轉換
50的7倍是多少？,350,倍數
貨倉原有飲料1845支，上午賣出872支，下午運來884支，現在共有多少支？,1857,四則應用
貼紙每張31元，小美有59元，最多可買幾張？還剩幾元？,1...28,除法
在 21895 中，數字「1」表示的數值是？,1000,位值
15 × 4 + 429 = ?,489,混合運算
貨倉原有飲料1881支，上午賣出509支，下午運來714支，現在共有多少支？,2086,四則應用
924 - 266 = ?,658,減法
8厘米4毫米 = 多少毫米？,84,單位轉換
892 - 303 = ?,589,減法
在○裡填上 >、< 或 =：10/12 ? 9/12,>,分數比較
一個長方形花圃，長17米，寬7米，圍欄長多少米？,48,周長計算
鉛筆每枝17元，買7枝，共要付多少元？,119,乘法
384 + 31 = ?,415,加法
一個梯形有多少組平行線？,1,幾何
7和5的最小公倍數是多少？,35,數論
在○裡填上 >、< 或 =：2/3 ? 1/3,>,分數比較
有145個蘋果，每6個裝一袋，可以裝多少袋？餘下幾個？,24...1,分組
2和16的最小公倍數是多少？,16,數論
電影從05:22開始，到06:22結束，放映了多少分鐘？,60,時間長短
488 + 257 - 641 = ?,104,混合運算
一個長方形花圃，長5米，寬9米，圍欄長多少米？,28,周長計算
在 82760 中，數字「2」表示的數值是？,2000,位值
26 × 99 = ?,2574,乘法
13:28 出發，經過45分鐘後到達，到達時間是？,14:13,時間計算
把93個蘋果平均分給8個小朋友，每人得幾個？餘幾個？,11...5,除法
在 26712 中，數字「1」表示的數值是？,10,位值
38 × 24 = ?,912,乘法
一個長方形有多少組平行線？,2,幾何
149 + 187 = ?,336,加法
每件文具53元，小華買了7件，付了422元，應找回多少元？,51,四則應用
46 × 29 = ?,1334,乘法
每個盒子可放11件蛋糕，現有53件，最少要用多少個盒子？,5,除法
在 33383 中，數字「3」表示的數值是？,3,位值
小明有388元，買文具用去58元，媽媽又給他269元，現在有多少元？,599,四則應用
26的5倍是多少？,130,倍數
每件64元，買1件共需付多少元？,64元,金錢
一個平行四邊形有多少組平行線？,2,幾何
29的4倍是多少？,116,倍數
一個長方形花圃，長15米，寬3米，圍欄長多少米？,36,周長計算
303 + 260 = ?,563,加法
208 + 174 = ?,382,加法
2米19厘米 = 多少厘米？,219,單位轉換
22:52 出發，經過45分鐘後到達，到達時間是？,23:37,時間計算
828 - 809 = ?,19,減法
甲地到乙地300公里，去程用了4小時，回程用了6小時，回程平均速率是多少km/h？,50,速率
每個盒子可放3件蛋糕，現有17件，最少要用多少個盒子？,6,除法
48的12倍是多少？,576,倍數
把150個蘋果平均分給9個小朋友，每人得幾個？餘幾個？,16...6,除法
主食有5種，飲品有2種，各選一種共有多少種搭配？,10,組合
家中有果51個。媽媽吃了6個後，小文吃了餘下的4/5，現在還剩下多少個果？,9,四則應用
476 + 377 = ?,853,加法
爸爸今年39歲，3年後爸爸多少歲？,42,四則應用
在 22000 中，數字「2」表示的數值是？,20000,位值
在 67140 中，數字「7」表示的數值是？,7000,位值
在 46381 中，數字「3」表示的數值是？,300,位值
11公里787米 = 多少米？,11787,單位轉換
有112個蘋果，每10個裝一袋，可以裝多少袋？餘下幾個？,11...2,分組
8厘米7毫米 = 多少毫米？,87,單位轉換
有44個蘋果，每4個裝一袋，可以裝多少袋？,11,分組
父親今年22歲，兒子今年12歲，多少年前父親的年齡是兒子的2倍？,2,年齡
一個長方形花圃，長14米，寬9米，圍欄長多少米？,46,周長計算
貨倉原有飲料1583支，上午賣出1039支，下午運來770支，現在共有多少支？,1314,四則應用
貼紙每張5元，小美有41元，最多可買幾張？還剩幾元？,8...1,除法
有148個蘋果，每8個裝一袋，可以裝多少袋？餘下幾個？,18...4,分組
488 + 306 = ?,794,加法
幾個人合買一份696元的禮物，每人平均要付多少元？,174,四則應用
40 × 66 = ?,2640,乘法
6和12的最小公倍數是多少？,12,數論
每個盒子可放3件蛋糕，現有30件，最少要用多少個盒子？,10,除法
2米87厘米 = 多少厘米？,287,單位轉換
一個長方形花圃，長11米，寬14米，圍欄長多少米？,50,周長計算
電影從09:43開始，到10:43結束，放映了多少分鐘？,60,時間長短
父親今年17歲，兒子今年5歲，多少年前父親的年齡是兒子的4倍？,1,年齡
在○裡填上 >、< 或 =：6/7 ? 4/7,>,分數比較
一個長方形花圃，長19米，寬11米，圍欄長多少米？,60,周長計算
家中有果34個。媽媽吃了4個後，小文吃了餘下的4/5，現在還剩下多少個果？,6,四則應用
電影從04:10開始，到05:40結束，放映了多少分鐘？,90,時間長短
20 × 26 + 159 = ?,679,混合運算
每件文具22元，小華買了2件，付了78元，應找回多少元？,34,四則應用
1米14厘米 = 多少厘米？,114,單位轉換
貨倉原有飲料1073支，上午賣出536支，下午運來532支，現在共有多少支？,1069,四則應用
有49個蘋果，每7個裝一袋，可以裝多少袋？,7,分組
有94個蘋果，每3個裝一袋，可以裝多少袋？餘下幾個？,31...1,分組
有103個蘋果，每8個裝一袋，可以裝多少袋？餘下幾個？,12...7,分組
233 + 380 - 122 = ?,491,混合運算
主食有3種，飲品有5種，各選一種共有多少種搭配？,15,組合
6的6倍是多少？,36,倍數
16 × 4 + 278 = ?,342,混合運算
鉛筆每枝43元，買12枝，共要付多少元？,516,乘法
481 + 480 = ?,961,加法
一個長方形花圃，長11米，寬12米，圍欄長多少米？,46,周長計算
430 + 276 - 245 = ?,461,混合運算
每件86元，買2件，付182元，應找回多少元？,10元,金錢
每個盒子可放4件蛋糕，現有17件，最少要用多少個盒子？,5,除法
一個長方形花圃，長17米，寬15米，圍欄長多少米？,64,周長計算
48 × 85 = ?,4080,乘法
24 × 95 = ?,2280,乘法
172 + 236 = ?,408,加法
一個平行四邊形有多少組平行線？,2,幾何
小明有443元，買文具用去86元，媽媽又給他108元，現在有多少元？,465,四則應用
電影從19:27開始，到19:57結束，放映了多少分鐘？,30,時間長短
29 × 20 + 214 = ?,794,混合運算
甲地到乙地240公里，去程用了4小時，回程用了3小時，回程平均速率是多少km/h？,80,速率
一個長方形花圃，長9米，寬4米，圍欄長多少米？,26,周長計算
147 + 241 - 312 = ?,76,混合運算
在○裡填上 >、< 或 =：3/9 ? 5/9,<,分數比較
每個盒子可放15件蛋糕，現有63件，最少要用多少個盒子？,5,除法
16:33 出發，經過15分鐘後到達，到達時間是？,16:48,時間計算
28的12倍是多少？,336,倍數
鉛筆每枝42元，買7枝，共要付多少元？,294,乘法
電影從04:18開始，到05:03結束，放映了多少分鐘？,45,時間長短
5升790毫升 = 多少毫升？,5790,單位轉換
9升669毫升 = 多少毫升？,9669,單位轉換
李叔叔每天做44個零件，9天可以做多少個零件？,396,四則應用
一個長方形花圃，長16米，寬13米，圍欄長多少米？,58,周長計算
除數是6，商是19，餘數是1，被除數是多少？,115,除法
電影從19:43開始，到19:58結束，放映了多少分鐘？,15,時間長短
電影從13:33開始，到16:03結束，放映了多少分鐘？,150,時間長短
13:19 出發，經過120分鐘後到達，到達時間是？,15:19,時間計算
父親今年17歲，兒子今年12歲，多少年前父親的年齡是兒子的2倍？,7,年齡
李叔叔每天做34個零件，8天可以做多少個零件？,272,四則應用
10和2的最小公倍數是多少？,10,數論
04:43 出發，經過120分鐘後到達，到達時間是？,06:43,時間計算
12:27 出發，經過45分鐘後到達，到達時間是？,13:12,時間計算
每件文具130元，小華買了3件，付了429元，應找回多少元？,39,四則應用
李叔叔每天做12個零件，4天可以做多少個零件？,48,四則應用
一個長方形花圃，長5米，寬12米，圍欄長多少米？,34,周長計算
每件62元，買5件共需付多少元？,310元,金錢
主食有5種，飲品有3種，各選一種共有多少種搭配？,15,組合
把166個蘋果平均分給7個小朋友，每人得幾個？餘幾個？,23...5,除法
531 - 467 = ?,64,減法
12:40 出發，經過20分鐘後到達，到達時間是？,13:00,時間計算
7公里461米 = 多少米？,7461,單位轉換
一個長方形花圃，長14米，寬13米，圍欄長多少米？,54,周長計算
貼紙每張42元，小美有100元，最多可買幾張？還剩幾元？,2...16,除法
主食有4種，飲品有3種，各選一種共有多少種搭配？,12,組合
除數是4，商是23，餘數是2，被除數是多少？,94,除法
鉛筆每枝37元，買2枝，共要付多少元？,74,乘法
有149個蘋果，每6個裝一袋，可以裝多少袋？餘下幾個？,24...5,分組
一個正方形有多少組平行線？,2,幾何
229 + 225 - 186 = ?,268,混合運算
把126個蘋果平均分給7個小朋友，每人得幾個？,18,除法
12和16的最小公倍數是多少？,48,數論
主食有3種，飲品有2種，各選一種共有多少種搭配？,6,組合
有120個蘋果，每10個裝一袋，可以裝多少袋？,12,分組
幾個人合買一份747元的禮物，每人平均要付多少元？還剩多少元？,149...2,四則應用
9和2的最小公倍數是多少？,18,數論
小明有718元，買文具用去460元，媽媽又給他175元，現在有多少元？,433,四則應用
900 - 107 = ?,793,減法
電影從18:44開始，到19:29結束，放映了多少分鐘？,45,時間長短
父親今年22歲，兒子今年10歲，多少年前父親的年齡是兒子的3倍？,4,年齡
887 - 786 = ?,101,減法
一個電器首期付285元，之後每期付71元，共7期，總售價多少元？,782元,金錢
967 - 917 = ?,50,減法
幾個人合買一份654元的禮物，每人平均要付多少元？,109,四則應用
父親今年28歲，兒子今年8歲，多少年前父親的年齡是兒子的5倍？,3,年齡
一個長方形花圃，長11米，寬3米，圍欄長多少米？,28,周長計算
08:06 出發，經過60分鐘後到達，到達時間是？,09:06,時間計算
一個長方形花圃，長8米，寬9米，圍欄長多少米？,34,周長計算
(40 + 72) × 5 = ?,560,混合運算
在○裡填上 >、< 或 =：3/4 ? 3/4,=,分數比較
10米35厘米 = 多少厘米？,1035,單位轉換
925 - 541 = ?,384,減法
甲地到乙地300公里，去程用了3小時，回程用了6小時，回程平均速率是多少km/h？,50,速率
一個正方形有多少組平行線？,2,幾何
一個長方形花圃，長18米，寬14米，圍欄長多少米？,64,周長計算
在 3617 中，數字「1」表示的數值是？,10,位值
(76 + 21) × 3 = ?,291,混合運算
8米40厘米 = 多少厘米？,840,單位轉換
有38個蘋果，每4個裝一袋，可以裝多少袋？餘下幾個？,9...2,分組
312 - 268 = ?,44,減法
在 81771 中，數字「1」表示的數值是？,1000,位值
在 82106 中，數字「2」表示的數值是？,2000,位值
317 + 330 - 395 = ?,252,混合運算
一個長方形花圃，長5米，寬11米，圍欄長多少米？,32,周長計算
主食有2種，飲品有2種，各選一種共有多少種搭配？,4,組合
貨倉原有飲料1740支，上午賣出551支，下午運來392支，現在共有多少支？,1581,四則應用
一個長方形花圃，長14米，寬7米，圍欄長多少米？,42,周長計算
鉛筆每枝42元，買12枝，共要付多少元？,504,乘法
李叔叔每天做10個零件，15天可以做多少個零件？,150,四則應用
有44個蘋果，每4個裝一袋，可以裝多少袋？,11,分組
在○裡填上 >、< 或 =：5/7 ? 3/7,>,分數比較
在○裡填上 >、< 或 =：1/5 ? 2/5,<,分數比較
每個盒子可放15件蛋糕，現有133件，最少要用多少個盒子？,9,除法
60 × 32 = ?,1920,乘法
把162個蘋果平均分給9個小朋友，每人得幾個？,18,除法
(71 + 33) × 5 = ?,520,混合運算
一個長方形花圃，長15米，寬13米，圍欄長多少米？,56,周長計算
每件77元，買4件，付365元，應找回多少元？,57元,金錢
每件96元，買3件，付362元，應找回多少元？,74元,金錢
199 + 307 - 208 = ?,298,混合運算
鉛筆每枝17元，買3枝，共要付多少元？,51,乘法
02:05 出發，經過30分鐘後到達，到達時間是？,02:35,時間計算
(98 + 12) × 4 = ?,440,混合運算
電影從03:24開始，到04:24結束，放映了多少分鐘？,60,時間長短
(53 + 48) × 4 = ?,404,混合運算
每件72元，買4件，付365元，應找回多少元？,77元,金錢
(44 + 86) × 9 = ?,1170,混合運算
31的8倍是多少？,248,倍數
一個長方形花圃，長8米，寬15米，圍欄長多少米？,46,周長計算
有37個蘋果，每9個裝一袋，可以裝多少袋？餘下幾個？,4...1,分組
09:33 出發，經過75分鐘後到達，到達時間是？,10:48,時間計算
父親今年36歲，兒子今年16歲，多少年前父親的年齡是兒子的3倍？,6,年齡
父親今年26歲，兒子今年16歲，多少年前父親的年齡是兒子的2倍？,6,年齡
電影從04:50開始，到05:50結束，放映了多少分鐘？,60,時間長短
356 - 257 = ?,99,減法
17:02 出發，經過120分鐘後到達，到達時間是？,19:02,時間計算
10 × 46 + 462 = ?,922,混合運算
貼紙每張31元，小美有19元，最多可買幾張？還剩幾元？,0...19,除法
電影從10:06開始，到10:36結束，放映了多少分鐘？,30,時間長短
家中有果74個。媽媽吃了6個後，小文吃了餘下的3/4，現在還剩下多少個果？,17,四則應用
電影從18:28開始，到20:58結束，放映了多少分鐘？,150,時間長短
父親今年24歲，兒子今年10歲，多少年前父親的年齡是兒子的3倍？,3,年齡
把25個蘋果平均分給6個小朋友，每人得幾個？餘幾個？,4...1,除法
一個長方形花圃，長18米，寬8米，圍欄長多少米？,52,周長計算
在 65651 中，數字「5」表示的數值是？,50,位值
一個長方形有多少組平行線？,2,幾何
87 + 242 = ?,329,加法
每件46元，買4件，付207元，應找回多少元？,23元,金錢
785 - 421 = ?,364,減法
10公斤899克 = 多少克？,10899,單位轉換
有21個蘋果，每5個裝一袋，可以裝多少袋？餘下幾個？,4...1,分組
3 × 30 = ?,90,乘法
18 × 61 = ?,1098,乘法
電影從02:07開始，到02:37結束，放映了多少分鐘？,30,時間長短
有89個蘋果，每7個裝一袋，可以裝多少袋？餘下幾個？,12...5,分組
482 + 130 - 393 = ?,219,混合運算
有23個蘋果，每3個裝一袋，可以裝多少袋？餘下幾個？,7...2,分組
有25個蘋果，每4個裝一袋，可以裝多少袋？餘下幾個？,6...1,分組
甲地到乙地300公里，去程用了4小時，回程用了6小時，回程平均速率是多少km/h？,50,速率
9厘米3毫米 = 多少毫米？,93,單位轉換
小明有601元，買文具用去287元，媽媽又給他261元，現在有多少元？,575,四則應用
爸爸今年36歲，5年後爸爸多少歲？,41,四則應用
幾個人合買一份645元的禮物，每人平均要付多少元？還剩多少元？,322...1,四則應用
小明有473元，買文具用去214元，媽媽又給他295元，現在有多少元？,554,四則應用
有69個蘋果，每4個裝一袋，可以裝多少袋？餘下幾個？,17...1,分組
有100個蘋果，每4個裝一袋，可以裝多少袋？,25,分組
849 - 537 = ?,312,減法
(71 + 50) × 9 = ?,1089,混合運算
幾個人合買一份370元的禮物，每人平均要付多少元？還剩多少元？,123...1,四則應用
944 - 792 = ?,152,減法
一個電器首期付79元，之後每期付13元，共10期，總售價多少元？,209元,金錢
一個平行四邊形有多少組平行線？,2,幾何
40 × 25 + 335 = ?,1335,混合運算
每個盒子可放12件蛋糕，現有95件，最少要用多少個盒子？,8,除法
電影從12:28開始，到14:28結束，放映了多少分鐘？,120,時間長短
每個盒子可放11件蛋糕，現有29件，最少要用多少個盒子？,3,除法
在 61821 中，數字「6」表示的數值是？,60000,位值
每件文具37元，小華買了7件，付了357元，應找回多少元？,98,四則應用
22:36 出發，經過15分鐘後到達，到達時間是？,22:51,時間計算
有128個蘋果，每5個裝一袋，可以裝多少袋？餘下幾個？,25...3,分組
主食有5種，飲品有5種，各選一種共有多少種搭配？,25,組合
一個長方形花圃，長16米，寬4米，圍欄長多少米？,40,周長計算
388 + 269 - 51 = ?,606,混合運算
2升633毫升 = 多少毫升？,2633,單位轉換
有32個蘋果，每3個裝一袋，可以裝多少袋？餘下幾個？,10...2,分組
15:00 出發，經過120分鐘後到達，到達時間是？,17:00,時間計算
在 16873 中，數字「1」表示的數值是？,10000,位值
00:15 出發，經過15分鐘後到達，到達時間是？,00:30,時間計算
除數是9，商是26，餘數是1，被除數是多少？,235,除法
每個盒子可放5件蛋糕，現有15件，最少要用多少個盒子？,3,除法
在○裡填上 >、< 或 =：9/10 ? 9/10,=,分數比較
在○裡填上 >、< 或 =：2/3 ? 2/3,=,分數比較
小明有519元，買文具用去130元，媽媽又給他198元，現在有多少元？,587,四則應用
2小時58分鐘 = 多少分鐘？,178,單位轉換
甲地到乙地240公里，去程用了6小時，回程用了3小時，回程平均速率是多少km/h？,80,速率
17小時11分鐘 = 多少分鐘？,1031,單位轉換
主食有4種，飲品有5種，各選一種共有多少種搭配？,20,組合
每件262元，買2件共需付多少元？,524元,金錢
30 × 17 + 391 = ?,901,混合運算
15:09 出發，經過15分鐘後到達，到達時間是？,15:24,時間計算
父親今年24歲，兒子今年9歲，多少年前父親的年齡是兒子的4倍？,4,年齡
(75 + 96) × 5 = ?,855,混合運算
在 36739 中，數字「9」表示的數值是？,9,位值
每個盒子可放14件蛋糕，現有71件，最少要用多少個盒子？,6,除法
7公里501米 = 多少米？,7501,單位轉換
在 62107 中，數字「6」表示的數值是？,60000,位值
(46 + 30) × 7 = ?,532,混合運算
在 14357 中，數字「1」表示的數值是？,10000,位值
甲地到乙地60公里，去程用了5小時，回程用了4小時，回程平均速率是多少km/h？,15,速率
除數是4，商是14，餘數是1，被除數是多少？,57,除法
鉛筆每枝35元，買10枝，共要付多少元？,350,乘法
19和16的最小公倍數是多少？,304,數論
把80個蘋果平均分給9個小朋友，每人得幾個？餘幾個？,8...8,除法
幾個人合買一份310元的禮物，每人平均要付多少元？,155,四則應用
(26 + 38) × 7 = ?,448,混合運算
18:38 出發，經過60分鐘後到達，到達時間是？,19:38,時間計算
(60 + 43) × 4 = ?,412,混合運算
43的4倍是多少？,172,倍數
176 + 252 - 356 = ?,72,混合運算
10厘米6毫米 = 多少毫米？,106,單位轉換
鉛筆每枝37元，買4枝，共要付多少元？,148,乘法
12公里16米 = 多少米？,12016,單位轉換
2公斤754克 = 多少克？,2754,單位轉換
在○裡填上 >、< 或 =：5/6 ? 4/6,>,分數比較
260 + 239 = ?,499,加法
91 × 81 = ?,7371,乘法
每個盒子可放4件蛋糕，現有29件，最少要用多少個盒子？,8,除法
226 + 176 - 91 = ?,311,混合運算
38 × 16 + 138 = ?,746,混合運算
把127個蘋果平均分給6個小朋友，每人得幾個？餘幾個？,21...1,除法
主食有5種，飲品有2種，各選一種共有多少種搭配？,10,組合
135 + 177 = ?,312,加法
電影從01:19開始，到03:34結束，放映了多少分鐘？,135,時間長短
貨倉原有飲料1690支，上午賣出118支，下午運來433支，現在共有多少支？,2005,四則應用
鉛筆每枝45元，買12枝，共要付多少元？,540,乘法
336 + 305 = ?,641,加法
鉛筆每枝36元，買8枝，共要付多少元？,288,乘法
鉛筆每枝6元，買4枝，共要付多少元？,24,乘法
爸爸今年42歲，9年後爸爸多少歲？,51,四則應用
19:09 出發，經過120分鐘後到達，到達時間是？,21:09,時間計算
一個電器首期付148元，之後每期付27元，共6期，總售價多少元？,310元,金錢
父親今年43歲，兒子今年16歲，多少年前父親的年齡是兒子的4倍？,7,年齡
56 × 67 = ?,3752,乘法
一個電器首期付127元，之後每期付59元，共7期，總售價多少元？,540元,金錢
每件39元，買2件，付141元，應找回多少元？,63元,金錢
每件文具85元，小華買了4件，付了389元，應找回多少元？,49,四則應用
有89個蘋果，每4個裝一袋，可以裝多少袋？餘下幾個？,22...1,分組
31 × 87 = ?,2697,乘法
鉛筆每枝4元，買2枝，共要付多少元？,8,乘法
每件284元，買2件共需付多少元？,568元,金錢
把185個蘋果平均分給2個小朋友，每人得幾個？餘幾個？,92...1,除法
每件文具140元，小華買了3件，付了496元，應找回多少元？,76,四則應用
46的6倍是多少？,276,倍數
一個長方形花圃，長6米，寬12米，圍欄長多少米？,36,周長計算
639 - 90 = ?,549,減法
爸爸今年34歲，3年後爸爸多少歲？,37,四則應用
07:08 出發，經過20分鐘後到達，到達時間是？,07:28,時間計算
一個長方形花圃，長13米，寬10米，圍欄長多少米？,46,周長計算
每個盒子可放8件蛋糕，現有50件，最少要用多少個盒子？,7,除法
一個長方形花圃，長17米，寬7米，圍欄長多少米？,48,周長計算
263 - 31 = ?,232,減法
父親今年36歲，兒子今年16歲，多少年前父親的年齡是兒子的3倍？,6,年齡
一個長方形花圃，長5米，寬15米，圍欄長多少米？,40,周長計算
鉛筆每枝46元，買9枝，共要付多少元？,414,乘法
電影從15:19開始，到15:49結束，放映了多少分鐘？,30,時間長短
04:02 出發，經過15分鐘後到達，到達時間是？,04:17,時間計算
16公里859米 = 多少米？,16859,單位轉換
有57個蘋果，每8個裝一袋，可以裝多少袋？餘下幾個？,7...1,分組
3 × 8 + 83 = ?,107,混合運算
電影從18:20開始，到19:05結束，放映了多少分鐘？,45,時間長短
23的9倍是多少？,207,倍數
33 × 29 + 387 = ?,1344,混合運算
電影從19:18開始，到20:18結束，放映了多少分鐘？,60,時間長短
一個電器首期付284元，之後每期付43元，共8期，總售價多少元？,628元,金錢
03:13 出發，經過15分鐘後到達，到達時間是？,03:28,時間計算
333 + 244 = ?,577,加法
5小時10分鐘 = 多少分鐘？,310,單位轉換
211 + 210 - 23 = ?,398,混合運算
8厘米4毫米 = 多少毫米？,84,單位轉換
貼紙每張22元，小美有39元，最多可買幾張？還剩幾元？,1...17,除法
77 + 14 = ?,91,加法
每件237元，買5件共需付多少元？,1185元,金錢
每個盒子可放5件蛋糕，現有22件，最少要用多少個盒子？,5,除法
15和5的最小公倍數是多少？,15,數論
貨倉原有飲料1197支，上午賣出638支，下午運來674支，現在共有多少支？,1233,四則應用
每個盒子可放12件蛋糕，現有65件，最少要用多少個盒子？,6,除法
父親今年43歲，兒子今年16歲，多少年前父親的年齡是兒子的4倍？,7,年齡
34的3倍是多少？,102,倍數
2和17的最小公倍數是多少？,34,數論
一個電器首期付229元，之後每期付14元，共10期，總售價多少元？,369元,金錢
甲地到乙地180公里，去程用了6小時，回程用了5小時，回程平均速率是多少km/h？,36,速率
把40個蘋果平均分給4個小朋友，每人得幾個？,10,除法
電影從19:47開始，到20:32結束，放映了多少分鐘？,45,時間長短
178 + 175 = ?,353,加法
在○裡填上 >、< 或 =：1/10 ? 8/10,<,分數比較
351 - 174 = ?,177,減法
甲地到乙地120公里，去程用了5小時，回程用了6小時，回程平均速率是多少km/h？,20,速率
202 + 51 = ?,253,加法
主食有2種，飲品有5種，各選一種共有多少種搭配？,10,組合
在○裡填上 >、< 或 =：1/5 ? 4/5,<,分數比較
鉛筆每枝40元，買3枝，共要付多少元？,120,乘法
一個電器首期付106元，之後每期付34元，共6期，總售價多少元？,310元,金錢
24 × 53 = ?,1272,乘法
8公斤609克 = 多少克？,8609,單位轉換
2小時18分鐘 = 多少分鐘？,138,單位轉換
一個平行四邊形有多少組平行線？,2,幾何
22:43 出發，經過20分鐘後到達，到達時間是？,23:03,時間計算
甲地到乙地300公里，去程用了2小時，回程用了6小時，回程平均速率是多少km/h？,50,速率
16的6倍是多少？,96,倍數
在○裡填上 >、< 或 =：6/7 ? 1/7,>,分數比較
有101個蘋果，每6個裝一袋，可以裝多少袋？餘下幾個？,16...5,分組
8厘米9毫米 = 多少毫米？,89,單位轉換
主食有3種，飲品有3種，各選一種共有多少種搭配？,9,組合
在 94084 中，數字「8」表示的數值是？,80,位值
一個長方形花圃，長9米，寬7米，圍欄長多少米？,32,周長計算
每件文具34元，小華買了6件，付了291元，應找回多少元？,87,四則應用
19:05 出發，經過30分鐘後到達，到達時間是？,19:35,時間計算
主食有4種，飲品有5種，各選一種共有多少種搭配？,20,組合
有81個蘋果，每6個裝一袋，可以裝多少袋？餘下幾個？,13...3,分組
4米48厘米 = 多少厘米？,448,單位轉換
鉛筆每枝47元，買11枝，共要付多少元？,517,乘法
電影從14:47開始，到17:02結束，放映了多少分鐘？,135,時間長短
家中有果62個。媽媽吃了8個後，小文吃了餘下的5/6，現在還剩下多少個果？,9,四則應用
一個長方形花圃，長18米，寬4米，圍欄長多少米？,44,周長計算
每個盒子可放9件蛋糕，現有16件，最少要用多少個盒子？,2,除法
一個梯形有多少組平行線？,1,幾何
每件39元，買6件共需付多少元？,234元,金錢
在 7691 中，數字「9」表示的數值是？,90,位值
37 + 308 = ?,345,加法
(76 + 38) × 6 = ?,684,混合運算
48 × 2 + 353 = ?,449,混合運算
8米50厘米 = 多少厘米？,850,單位轉換
把157個蘋果平均分給7個小朋友，每人得幾個？餘幾個？,22...3,除法
16:40 出發，經過30分鐘後到達，到達時間是？,17:10,時間計算
一個長方形花圃，長9米，寬7米，圍欄長多少米？,32,周長計算
有144個蘋果，每4個裝一袋，可以裝多少袋？,36,分組
