Question,Answer,Type
每件74元，買1件共需付多少元？,74元,金錢
3小時18分 = ? 分,198,單位轉換
20的29倍是多少？,580,乘法
60的因數有哪些？,"1,2,3,4,5,6,10,12,15,20,30,60",因數
在○裡填上 + 或 - 或 =：5/12 ? 9/12 (A.× B.= C.√ D.<),D,分數(選擇)
在○裡填上 + 或 - 或 =：1/4 ? 3/4 (A.= B.< C.: D.×),B,分數(選擇)
17和6的最小公倍數是？,102,數論
小明有347元，買文具用去69元，媽媽又給他115元，現在有多少元？,393,四則運算
小明有718元，買文具用去233元，媽媽又給他191元，現在有多少元？,676,四則運算
124 ÷ 19 = ?,6...10,除法
60 × 6 = ?,360,乘法
96的28倍是多少？,2688,乘法
107 + 180 = ?,287,加法
00:48 出發，經過45分鐘後到達，到達時間是？,01:33,時間計算
07:37 出發，經過30分鐘後到達，到達時間是？,08:07,時間計算
62的20倍是多少？,1240,乘法
15小時59分 = ? 分,959,單位轉換
48的9倍是多少？,432,倍數
318 + 300 = ?,618,加法
11748 ÷ 89 = ?,132,除法
2727 ÷ 37 = ?,73...26,除法
一個正方形有多少組平行線？,2,幾何
48的因數有哪些？,"1,2,3,4,6,8,12,16,24,48",因數
16044 ÷ 84 = ?,191,除法
344 - 96 = ?,248,減法
"按 甲,乙,丙,丁 次序輪流進行，第71次是什麼？ (A.戊 B.北方 C.丁 D.丙)",D,週期(選擇)
25的9倍是多少？,225,倍數
6160 ÷ 77 = ?,80,除法
在○裡填上 + 或 - 或 =：3/12 ? 2/12 (A.= B.√ C.< D.>),D,分數(選擇)
12公斤351克 = ? 克,12351,單位轉換
827 ÷ 35 = ?,23...22,除法
5米84厘米 = ? 厘米,584,單位轉換
316 + 36 = ?,352,加法
33的15倍是多少？,495,倍數
貨倉原有飲料1959支，上午賣出1186支，下午運來390支，現在共有多少支？,1163,四則運算
7568 ÷ 86 = ?,88,除法
10:15 出發，經過15分鐘後到達，到達時間是？,10:30,時間計算
1020 ÷ 20 = ?,51,除法
29公里179米 = ? 米,29179,單位轉換
在 16397 中，數字「6」表示的數值是？,6000,位值
18的4倍是多少？,72,倍數
在 99814 中，數字「9」表示的數值是？,90000,位值
60的因數有哪些？,"1,2,3,4,5,6,10,12,15,20,30,60",因數
405 - 23 = ?,382,減法
一個平行四邊形有多少組平行線？,2,幾何
19:01 出發，經過60分鐘後到達，到達時間是？,20:01,時間計算
48的因數有哪些？,"1,2,3,4,6,8,12,16,24,48",因數
25 × 32 = ?,800,乘法
早餐從飲品3種、主食3種中各選一種，共有多少種組合？,9,組合
175 + 427 = ?,602,加法
一個正方形有多少組平行線？,2,幾何
46 × 15 = ?,690,乘法
列出12的所有因數。,"1,2,3,4,6,12",數論
12和7的最小公倍數是？,84,數論
23的65倍是多少？,1495,乘法
小明有656元，買文具用去249元，媽媽又給他246元，現在有多少元？,653,四則運算
11厘米2毫米 = ? 毫米,112,單位轉換
33 × 35 = ?,1155,乘法
在○裡填上 + 或 - 或 =：9/10 ? 9/10 (A.× B.< C.= D.√),C,分數(選擇)
289 - 33 = ?,256,減法
177 - 177 = ?,0,減法
41 × 19 = ?,779,乘法
69 + 130 = ?,199,加法
在○裡填上 + 或 - 或 =：3/8 ? 5/8 (A.× B.> C.< D.√),C,分數(選擇)
家中有果34個。媽媽吃了4個後，小文吃了餘下的3/6，現在還剩下多少個果？,15,四則運算
1厘米1毫米 = ? 毫米,11,單位轉換
早餐從飲品3種、主食3種中各選一種，共有多少種組合？,9,組合
00:40 出發，經過20分鐘後到達，到達時間是？,01:00,時間計算
列出18的所有因數。,"1,2,3,6,9,18",數論
父親今年36歲，兒子今年22歲，在多少年前父親年齡是兒子的2倍？,8,年齡
在○裡填上 + 或 - 或 =：1/3 ? 1/3 (A.< B.× C.= D.>),C,分數(選擇)
123 + 441 = ?,564,加法
697 - 534 = ?,163,減法
5小時33分 = ? 分,333,單位轉換
140 ÷ 8 = ?,17...4,除法
早餐從飲品3種、主食3種中各選一種，共有多少種組合？,9,組合
17厘米3毫米 = ? 毫米,173,單位轉換
8和19的最小公倍數是？,152,數論
326 - 145 = ?,181,減法
家中有果84個。媽媽吃了4個後，小文吃了餘下的2/4，現在還剩下多少個果？,40,四則運算
家中有果72個。媽媽吃了4個後，小文吃了餘下的2/4，現在還剩下多少個果？,34,四則運算
69的89倍是多少？,6141,乘法
1升508毫升 = ? 毫升,1508,單位轉換
18:15 出發，經過30分鐘後到達，到達時間是？,18:45,時間計算
758 - 378 = ?,380,減法
08:12 出發，經過60分鐘後到達，到達時間是？,09:12,時間計算
1835 ÷ 21 = ?,87...8,除法
24 × 61 = ?,1464,乘法
09:24 出發，經過15分鐘後到達，到達時間是？,09:39,時間計算
24的因數有哪些？,"1,2,3,4,6,8,12,24",因數
小明有404元，買文具用去298元，媽媽又給他212元，現在有多少元？,318,四則運算
907 - 833 = ?,74,減法
每件198元，買4件共需付多少元？,792元,金錢
15:07 出發，經過45分鐘後到達，到達時間是？,15:52,時間計算
36的因數有哪些？,"1,2,3,4,6,9,12,18,36",因數
40的20倍是多少？,800,乘法
04:50 出發，經過30分鐘後到達，到達時間是？,05:20,時間計算
家中有果40個。媽媽吃了5個後，小文吃了餘下的3/5，現在還剩下多少個果？,14,四則運算
面向南方，右轉3個直角，現在面向哪一方？ (A.A B.B C.C D.東方),D,方向(選擇)
99的4倍是多少？,396,乘法
239 + 361 = ?,600,加法
父親今年29歲，兒子今年15歲，在多少年前父親年齡是兒子的2倍？,1,年齡
976 - 934 = ?,42,減法
在 3441 中，數字「3」表示的數值是？,3000,位值
2374 ÷ 29 = ?,81...25,除法
898 - 881 = ?,17,減法
13和18的最小公倍數是？,234,數論
40的11倍是多少？,440,倍數
855 - 429 = ?,426,減法
貨倉原有飲料972支，上午賣出823支，下午運來961支，現在共有多少支？,1110,四則運算
08:53 出發，經過30分鐘後到達，到達時間是？,09:23,時間計算
47的13倍是多少？,611,倍數
346 + 175 = ?,521,加法
家中有果76個。媽媽吃了8個後，小文吃了餘下的2/4，現在還剩下多少個果？,34,四則運算
11厘米8毫米 = ? 毫米,118,單位轉換
94 - 57 = ?,37,減法
26公里707米 = ? 米,26707,單位轉換
早餐從飲品3種、主食3種中各選一種，共有多少種組合？,9,組合
389 + 215 = ?,604,加法
貨倉原有飲料625支，上午賣出162支，下午運來634支，現在共有多少支？,1097,四則運算
在○裡填上 + 或 - 或 =：1/5 ? 3/5 (A.< B.√ C.> D.:),A,分數(選擇)
17:01 出發，經過15分鐘後到達，到達時間是？,17:16,時間計算
早餐從飲品3種、主食3種中各選一種，共有多少種組合？,9,組合
10:56 出發，經過30分鐘後到達，到達時間是？,11:26,時間計算
02:22 出發，經過60分鐘後到達，到達時間是？,03:22,時間計算
48小時4分 = ? 分,2884,單位轉換
161 - 48 = ?,113,減法
一個平行四邊形有多少組平行線？,2,幾何
在 80251 中，數字「0」表示的數值是？,0,位值
早餐從飲品3種、主食3種中各選一種，共有多少種組合？,9,組合
68 - 65 = ?,3,減法
小明有399元，買文具用去131元，媽媽又給他174元，現在有多少元？,442,四則運算
一個平行四邊形有多少組平行線？,2,幾何
4公斤593克 = ? 克,4593,單位轉換
19厘米6毫米 = ? 毫米,196,單位轉換
在○裡填上 + 或 - 或 =：3/5 ? 4/5 (A.= B.× C.< D.:),C,分數(選擇)
在○裡填上 + 或 - 或 =：8/10 ? 1/10 (A.× B.< C.> D.:),C,分數(選擇)
1148 ÷ 33 = ?,34...26,除法
"按 甲,乙,丙,丁 次序輪流進行，第28次是什麼？ (A.丙 B.丁 C.甲 D.己)",B,週期(選擇)
03:03 出發，經過15分鐘後到達，到達時間是？,03:18,時間計算
12:47 出發，經過75分鐘後到達，到達時間是？,14:02,時間計算
貨倉原有飲料978支，上午賣出236支，下午運來721支，現在共有多少支？,1463,四則運算
6升738毫升 = ? 毫升,6738,單位轉換
81 × 78 = ?,6318,乘法
153 + 64 = ?,217,加法
10:46 出發，經過15分鐘後到達，到達時間是？,11:01,時間計算
家中有果93個。媽媽吃了3個後，小文吃了餘下的4/5，現在還剩下多少個果？,18,四則運算
835 - 238 = ?,597,減法
小明有776元，買文具用去473元，媽媽又給他181元，現在有多少元？,484,四則運算
242 ÷ 3 = ?,80...2,除法
36的因數有哪些？,"1,2,3,4,6,9,12,18,36",因數
每件61元，買5件共需付多少元？,305元,金錢
每件281元，買2件共需付多少元？,562元,金錢
一個梯形有多少組平行線？,1,幾何
19米8厘米 = ? 厘米,1908,單位轉換
31小時33分 = ? 分,1893,單位轉換
749 - 158 = ?,591,減法
在 43195 中，數字「3」表示的數值是？,3000,位值
1217 ÷ 14 = ?,86...13,除法
08:31 出發，經過75分鐘後到達，到達時間是？,09:46,時間計算
3小時59分 = ? 分,239,單位轉換
1080 ÷ 15 = ?,72,除法
在○裡填上 + 或 - 或 =：2/4 ? 3/4 (A.= B.× C.: D.<),D,分數(選擇)
一個梯形有多少組平行線？,1,幾何
在○裡填上 + 或 - 或 =：7/11 ? 1/11 (A.× B.= C.> D.√),C,分數(選擇)
在 71983 中，數字「1」表示的數值是？,1000,位值
在○裡填上 + 或 - 或 =：3/4 ? 1/4 (A.√ B.: C.× D.>),D,分數(選擇)
家中有果63個。媽媽吃了3個後，小文吃了餘下的2/3，現在還剩下多少個果？,20,四則運算
19 ÷ 16 = ?,1...3,除法
早餐從主食3種、飲品3種中各選一種，共有多少種組合？,9,組合
78 - 59 = ?,19,減法
09:57 出發，經過20分鐘後到達，到達時間是？,10:17,時間計算
61 + 17 = ?,78,加法
265 - 217 = ?,48,減法
1443 ÷ 20 = ?,72...3,除法
7089 ÷ 51 = ?,139,除法
43的68倍是多少？,2924,乘法
6的58倍是多少？,348,乘法
貨倉原有飲料1353支，上午賣出209支，下午運來445支，現在共有多少支？,1589,四則運算
279 + 430 = ?,709,加法
748 - 506 = ?,242,減法
早餐從飲品3種、主食3種中各選一種，共有多少種組合？,9,組合
13:17 出發，經過30分鐘後到達，到達時間是？,13:47,時間計算
1564 ÷ 23 = ?,68,除法
5厘米9毫米 = ? 毫米,59,單位轉換
488 + 214 = ?,702,加法
784 ÷ 4 = ?,196,除法
209 + 157 = ?,366,加法
14:10 出發，經過90分鐘後到達，到達時間是？,15:40,時間計算
16 × 39 = ?,624,乘法
家中有果94個。媽媽吃了6個後，小文吃了餘下的2/4，現在還剩下多少個果？,44,四則運算
06:48 出發，經過90分鐘後到達，到達時間是？,08:18,時間計算
492 - 170 = ?,322,減法
在 55081 中，數字「8」表示的數值是？,80,位值
12的98倍是多少？,1176,乘法
18和12的最小公倍數是？,36,數論
42的9倍是多少？,378,倍數
00:00 出發，經過20分鐘後到達，到達時間是？,00:20,時間計算
在 33836 中，數字「3」表示的數值是？,30,位值
父親今年17歲，兒子今年7歲，在多少年前父親年齡是兒子的3倍？,2,年齡
貨倉原有飲料752支，上午賣出121支，下午運來759支，現在共有多少支？,1390,四則運算
每件159元，買3件共需付多少元？,477元,金錢
早餐從飲品3種、主食3種中各選一種，共有多少種組合？,9,組合
每件156元，買6件共需付多少元？,936元,金錢
在○裡填上 + 或 - 或 =：4/9 ? 5/9 (A.= B.: C.√ D.<),D,分數(選擇)
在○裡填上 + 或 - 或 =：5/10 ? 5/10 (A.> B.= C.× D.:),B,分數(選擇)
3025 ÷ 37 = ?,81...28,除法
15:25 出發，經過15分鐘後到達，到達時間是？,15:40,時間計算
17 × 51 = ?,867,乘法
25小時12分 = ? 分,1512,單位轉換
現時香港流通紙幣有幾種？ (A.4 B.6 C.13 D.24),B,常識(選擇)
43小時22分 = ? 分,2602,單位轉換
每件139元，買6件共需付多少元？,834元,金錢
258 ÷ 3 = ?,86,除法
42的8倍是多少？,336,倍數
在○裡填上 + 或 - 或 =：4/7 ? 2/7 (A.< B.= C.> D.:),C,分數(選擇)
在○裡填上 + 或 - 或 =：5/8 ? 2/8 (A.= B.× C.> D.:),C,分數(選擇)
66的69倍是多少？,4554,乘法
早餐從主食3種、飲品3種中各選一種，共有多少種組合？,9,組合
在○裡填上 + 或 - 或 =：2/6 ? 1/6 (A.> B.: C.< D.√),A,分數(選擇)
19:52 出發，經過15分鐘後到達，到達時間是？,20:07,時間計算
在 32548 中，數字「5」表示的數值是？,500,位值
10升154毫升 = ? 毫升,10154,單位轉換
3864 ÷ 48 = ?,80...24,除法
480 ÷ 16 = ?,30,除法
02:13 出發，經過45分鐘後到達，到達時間是？,02:58,時間計算
4厘米5毫米 = ? 毫米,45,單位轉換
227 - 184 = ?,43,減法
76的58倍是多少？,4408,乘法
33的33倍是多少？,1089,乘法
224 - 104 = ?,120,減法
在○裡填上 + 或 - 或 =：6/9 ? 1/9 (A.< B.= C.> D.:),C,分數(選擇)
在○裡填上 + 或 - 或 =：5/9 ? 4/9 (A.< B.× C.> D.=),C,分數(選擇)
一個平行四邊形有多少組平行線？,2,幾何
早餐從主食3種、飲品3種中各選一種，共有多少種組合？,9,組合
貨倉原有飲料1085支，上午賣出713支，下午運來908支，現在共有多少支？,1280,四則運算
2895 ÷ 37 = ?,78...9,除法
66 × 22 = ?,1452,乘法
3779 ÷ 47 = ?,80...19,除法
父親今年21歲，兒子今年6歲，在多少年前父親年齡是兒子的4倍？,1,年齡
列出48的所有因數。,"1,2,3,4,6,8,12,16,24,48",數論
36公里778米 = ? 米,36778,單位轉換
2和17的最小公倍數是？,34,數論
4293 ÷ 53 = ?,81,除法
402 + 229 = ?,631,加法
小明有742元，買文具用去51元，媽媽又給他121元，現在有多少元？,812,四則運算
47的5倍是多少？,235,乘法
17公斤692克 = ? 克,17692,單位轉換
小明有705元，買文具用去184元，媽媽又給他263元，現在有多少元？,784,四則運算
"按 甲,乙,丙,丁 次序輪流進行，第87次是什麼？ (A.丙 B.西方 C.甲 D.丁)",A,週期(選擇)
2的35倍是多少？,70,乘法
711 ÷ 36 = ?,19...27,除法
一個正方形有多少組平行線？,2,幾何
86 - 44 = ?,42,減法
早餐從主食3種、飲品3種中各選一種，共有多少種組合？,9,組合
1007 ÷ 11 = ?,91...6,除法
81的35倍是多少？,2835,乘法
4836 ÷ 39 = ?,124,除法
92 × 58 = ?,5336,乘法
13的40倍是多少？,520,乘法
281 + 287 = ?,568,加法
"按 紅,黃,藍,綠 次序輪流進行，第98次是什麼？ (A.C B.B C.A D.黃)",D,週期(選擇)
195 + 415 = ?,610,加法
早餐從飲品3種、主食3種中各選一種，共有多少種組合？,9,組合
211 + 123 = ?,334,加法
貨倉原有飲料1108支，上午賣出266支，下午運來382支，現在共有多少支？,1224,四則運算
32小時39分 = ? 分,1959,單位轉換
"按 東,南,西,北 次序輪流進行，第28次是什麼？ (A.丁 B.甲 C.北 D.乙)",C,週期(選擇)
2435 ÷ 35 = ?,69...20,除法
19厘米8毫米 = ? 毫米,198,單位轉換
2和11的最小公倍數是？,22,數論
現時香港流通紙幣有幾種？ (A.19 B.4 C.6 D.2),C,常識(選擇)
每件258元，買1件共需付多少元？,258元,金錢
4030 ÷ 46 = ?,87...28,除法
在○裡填上 + 或 - 或 =：1/3 ? 1/3 (A.: B.= C.√ D.<),B,分數(選擇)
13和6的最小公倍數是？,78,數論
91 × 91 = ?,8281,乘法
459 ÷ 9 = ?,51,除法
在 27410 中，數字「2」表示的數值是？,20000,位值
168 - 90 = ?,78,減法
現時香港流通紙幣有幾種？ (A.2 B.14 C.6 D.19),C,常識(選擇)
90 × 77 = ?,6930,乘法
18:19 出發，經過20分鐘後到達，到達時間是？,18:39,時間計算
275 + 109 = ?,384,加法
2174 ÷ 39 = ?,55...29,除法
18公斤710克 = ? 克,18710,單位轉換
48 × 13 = ?,624,乘法
2904 ÷ 39 = ?,74...18,除法
110 + 485 = ?,595,加法
552 ÷ 14 = ?,39...6,除法
小明有377元，買文具用去206元，媽媽又給他182元，現在有多少元？,353,四則運算
一個長方形有多少組平行線？,2,幾何
在 53624 中，數字「2」表示的數值是？,20,位值
小明有765元，買文具用去596元，媽媽又給他240元，現在有多少元？,409,四則運算
369 + 339 = ?,708,加法
23 × 84 = ?,1932,乘法
4725 ÷ 27 = ?,175,除法
37 + 64 = ?,101,加法
12的3倍是多少？,36,倍數
36的因數有哪些？,"1,2,3,4,6,9,12,18,36",因數
54 - 25 = ?,29,減法
1602 ÷ 89 = ?,18,除法
小明有740元，買文具用去171元，媽媽又給他207元，現在有多少元？,776,四則運算
貨倉原有飲料979支，上午賣出794支，下午運來948支，現在共有多少支？,1133,四則運算
家中有果33個。媽媽吃了3個後，小文吃了餘下的1/5，現在還剩下多少個果？,24,四則運算
33 ÷ 5 = ?,6...3,除法
一個梯形有多少組平行線？,1,幾何
492 - 327 = ?,165,減法
在○裡填上 + 或 - 或 =：4/8 ? 2/8 (A.√ B.< C.> D.=),C,分數(選擇)
父親今年20歲，兒子今年8歲，在多少年前父親年齡是兒子的3倍？,2,年齡
5的8倍是多少？,40,倍數
27小時49分 = ? 分,1669,單位轉換
23:05 出發，經過20分鐘後到達，到達時間是？,23:25,時間計算
17 + 222 = ?,239,加法
06:29 出發，經過30分鐘後到達，到達時間是？,06:59,時間計算
164 + 488 = ?,652,加法
在 50476 中，數字「4」表示的數值是？,400,位值
52的32倍是多少？,1664,乘法
20小時39分 = ? 分,1239,單位轉換
359 - 119 = ?,240,減法
111 + 235 = ?,346,加法
面向北方，左轉3個直角，現在面向哪一方？ (A.東方 B.C C.A D.B),A,方向(選擇)
家中有果49個。媽媽吃了7個後，小文吃了餘下的2/6，現在還剩下多少個果？,28,四則運算
280 + 320 = ?,600,加法
40 × 92 = ?,3680,乘法
貨倉原有飲料1487支，上午賣出621支，下午運來665支，現在共有多少支？,1531,四則運算
3828 ÷ 43 = ?,89...1,除法
5040 ÷ 28 = ?,180,除法
492 - 210 = ?,282,減法
344 + 339 = ?,683,加法
260 + 162 = ?,422,加法
15和17的最小公倍數是？,255,數論
02:23 出發，經過30分鐘後到達，到達時間是？,02:53,時間計算
95的87倍是多少？,8265,乘法
12267 ÷ 87 = ?,141,除法
951 - 726 = ?,225,減法
10公斤766克 = ? 克,10766,單位轉換
在 27848 中，數字「8」表示的數值是？,800,位值
一個長方形有多少組平行線？,2,幾何
44公里149米 = ? 米,44149,單位轉換
708 - 159 = ?,549,減法
在 96277 中，數字「7」表示的數值是？,70,位值
在○裡填上 + 或 - 或 =：5/7 ? 4/7 (A.: B.< C.× D.>),D,分數(選擇)
179 + 84 = ?,263,加法
24 × 49 = ?,1176,乘法
在 77733 中，數字「7」表示的數值是？,70000,位值
在○裡填上 + 或 - 或 =：2/6 ? 3/6 (A.< B.> C.√ D.:),A,分數(選擇)
家中有果55個。媽媽吃了3個後，小文吃了餘下的1/4，現在還剩下多少個果？,39,四則運算
48的因數有哪些？,"1,2,3,4,6,8,12,16,24,48",因數
12:20 出發，經過20分鐘後到達，到達時間是？,12:40,時間計算
28的7倍是多少？,196,倍數
10和20的最小公倍數是？,20,數論
早餐從主食3種、飲品3種中各選一種，共有多少種組合？,9,組合
15厘米6毫米 = ? 毫米,156,單位轉換
早餐從飲品3種、主食3種中各選一種，共有多少種組合？,9,組合
779 - 255 = ?,524,減法
每件263元，買1件共需付多少元？,263元,金錢
4公斤613克 = ? 克,4613,單位轉換
13公斤1克 = ? 克,13001,單位轉換
36的因數有哪些？,"1,2,3,4,6,9,12,18,36",因數
家中有果50個。媽媽吃了6個後，小文吃了餘下的1/4，現在還剩下多少個果？,33,四則運算
41 + 491 = ?,532,加法
1382 ÷ 18 = ?,76...14,除法
65 × 47 = ?,3055,乘法
16:03 出發，經過20分鐘後到達，到達時間是？,16:23,時間計算
3973 ÷ 45 = ?,88...13,除法
小明有347元，買文具用去160元，媽媽又給他101元，現在有多少元？,288,四則運算
"按 紅,黃,藍,綠 次序輪流進行，第43次是什麼？ (A.C B.B C.A D.藍)",D,週期(選擇)
1784 ÷ 40 = ?,44...24,除法
貨倉原有飲料875支，上午賣出187支，下午運來389支，現在共有多少支？,1077,四則運算
60的因數有哪些？,"1,2,3,4,5,6,10,12,15,20,30,60",因數
42的81倍是多少？,3402,乘法
663 - 65 = ?,598,減法
家中有果87個。媽媽吃了3個後，小文吃了餘下的3/4，現在還剩下多少個果？,21,四則運算
253 - 117 = ?,136,減法
61的53倍是多少？,3233,乘法
父親今年22歲，兒子今年8歲，在多少年前父親年齡是兒子的3倍？,1,年齡
在 75794 中，數字「5」表示的數值是？,5000,位值
37的68倍是多少？,2516,乘法
53的68倍是多少？,3604,乘法
2厘米2毫米 = ? 毫米,22,單位轉換
354 + 88 = ?,442,加法
396 ÷ 6 = ?,66,除法
560 - 16 = ?,544,減法
15的29倍是多少？,435,乘法
52 × 70 = ?,3640,乘法
3和15的最小公倍數是？,15,數論
4864 ÷ 64 = ?,76,除法
972 - 299 = ?,673,減法
9的3倍是多少？,27,乘法
在 5319 中，數字「3」表示的數值是？,300,位值
11656 ÷ 62 = ?,188,除法
350 + 355 = ?,705,加法
一個梯形有多少組平行線？,1,幾何
1444 ÷ 28 = ?,51...16,除法
每件107元，買1件共需付多少元？,107元,金錢
父親今年39歲，兒子今年17歲，在多少年前父親年齡是兒子的3倍？,6,年齡
7升645毫升 = ? 毫升,7645,單位轉換
869 ÷ 27 = ?,32...5,除法
小明有333元，買文具用去79元，媽媽又給他193元，現在有多少元？,447,四則運算
貨倉原有飲料899支，上午賣出389支，下午運來267支，現在共有多少支？,777,四則運算
2757 ÷ 28 = ?,98...13,除法
在 2166 中，數字「6」表示的數值是？,60,位值
88的31倍是多少？,2728,乘法
454 - 218 = ?,236,減法
在○裡填上 + 或 - 或 =：3/12 ? 8/12 (A.< B.√ C.: D.=),A,分數(選擇)
在○裡填上 + 或 - 或 =：4/7 ? 1/7 (A.< B.> C.√ D.×),B,分數(選擇)
03:49 出發，經過90分鐘後到達，到達時間是？,05:19,時間計算
小明有308元，買文具用去83元，媽媽又給他211元，現在有多少元？,436,四則運算
15小時39分 = ? 分,939,單位轉換
父親今年54歲，兒子今年14歲，在多少年前父親年齡是兒子的5倍？,4,年齡
在 90569 中，數字「5」表示的數值是？,500,位值
在○裡填上 + 或 - 或 =：2/9 ? 4/9 (A.< B.: C.√ D.=),A,分數(選擇)
父親今年38歲，兒子今年14歲，在多少年前父親年齡是兒子的3倍？,2,年齡
55 × 63 = ?,3465,乘法
"按 紅,黃,藍,綠 次序輪流進行，第39次是什麼？ (A.藍 B.A C.C D.B)",A,週期(選擇)
小明有688元，買文具用去396元，媽媽又給他185元，現在有多少元？,477,四則運算
14升232毫升 = ? 毫升,14232,單位轉換
60的因數有哪些？,"1,2,3,4,5,6,10,12,15,20,30,60",因數
15397 ÷ 89 = ?,173,除法
列出18的所有因數。,"1,2,3,6,9,18",數論
48的因數有哪些？,"1,2,3,4,6,8,12,16,24,48",因數
50 + 193 = ?,243,加法
576 - 94 = ?,482,減法
現時香港流通紙幣有幾種？ (A.6 B.23 C.2 D.7),A,常識(選擇)
19 + 279 = ?,298,加法
在○裡填上 + 或 - 或 =：1/9 ? 8/9 (A.× B.= C.< D.:),C,分數(選擇)
832 - 663 = ?,169,減法
60的因數有哪些？,"1,2,3,4,5,6,10,12,15,20,30,60",因數
父親今年47歲，兒子今年11歲，在多少年前父親年齡是兒子的5倍？,2,年齡
家中有果32個。媽媽吃了4個後，小文吃了餘下的1/4，現在還剩下多少個果？,21,四則運算
"按 紅,黃,藍,綠 次序輪流進行，第18次是什麼？ (A.C B.黃 C.B D.A)",B,週期(選擇)
33小時53分 = ? 分,2033,單位轉換
283 ÷ 3 = ?,94...1,除法
在○裡填上 + 或 - 或 =：1/12 ? 9/12 (A.: B.= C.> D.<),D,分數(選擇)
43 × 54 = ?,2322,乘法
2772 ÷ 14 = ?,198,除法
貨倉原有飲料958支，上午賣出514支，下午運來305支，現在共有多少支？,749,四則運算
"按 東,南,西,北 次序輪流進行，第50次是什麼？ (A.北方 B.西方 C.南 D.甲)",C,週期(選擇)
534 - 127 = ?,407,減法
113 - 110 = ?,3,減法
4091 ÷ 43 = ?,95...6,除法
37的4倍是多少？,148,倍數
小明有542元，買文具用去360元，媽媽又給他236元，現在有多少元？,418,四則運算
35 + 350 = ?,385,加法
1482 ÷ 21 = ?,70...12,除法
220 + 445 = ?,665,加法
在 96133 中，數字「6」表示的數值是？,6000,位值
84 × 94 = ?,7896,乘法
一個平行四邊形有多少組平行線？,2,幾何
在○裡填上 + 或 - 或 =：3/6 ? 2/6 (A.< B.> C.√ D.×),B,分數(選擇)
699 - 350 = ?,349,減法
在 6497 中，數字「6」表示的數值是？,6000,位值
家中有果80個。媽媽吃了2個後，小文吃了餘下的4/6，現在還剩下多少個果？,26,四則運算
列出48的所有因數。,"1,2,3,4,6,8,12,16,24,48",數論
一個正方形有多少組平行線？,2,幾何
30的6倍是多少？,180,乘法
家中有果44個。媽媽吃了8個後，小文吃了餘下的2/3，現在還剩下多少個果？,12,四則運算
5厘米1毫米 = ? 毫米,51,單位轉換
貨倉原有飲料900支，上午賣出662支，下午運來322支，現在共有多少支？,560,四則運算
1243 ÷ 21 = ?,59...4,除法
每件97元，買3件共需付多少元？,291元,金錢
18 × 80 = ?,1440,乘法
414 ÷ 7 = ?,59...1,除法
家中有果94個。媽媽吃了4個後，小文吃了餘下的2/5，現在還剩下多少個果？,54,四則運算
70 × 16 = ?,1120,乘法
29的88倍是多少？,2552,乘法
36小時49分 = ? 分,2209,單位轉換
95 + 247 = ?,342,加法
1100 ÷ 44 = ?,25,除法
09:16 出發，經過90分鐘後到達，到達時間是？,10:46,時間計算
貨倉原有飲料1739支，上午賣出993支，下午運來905支，現在共有多少支？,1651,四則運算
面向北方，左轉2個直角，現在面向哪一方？ (A.南方 B.A C.C D.B),A,方向(選擇)
65 × 74 = ?,4810,乘法
26的73倍是多少？,1898,乘法
456 + 130 = ?,586,加法
17升256毫升 = ? 毫升,17256,單位轉換
776 - 52 = ?,724,減法
"按 東,南,西,北 次序輪流進行，第82次是什麼？ (A.西方 B.南 C.己 D.丁)",B,週期(選擇)
10升342毫升 = ? 毫升,10342,單位轉換
每件33元，買1件共需付多少元？,33元,金錢
17:15 出發，經過90分鐘後到達，到達時間是？,18:45,時間計算
在○裡填上 + 或 - 或 =：2/4 ? 3/4 (A.: B.= C.< D.√),C,分數(選擇)
早餐從飲品3種、主食3種中各選一種，共有多少種組合？,9,組合
109 + 475 = ?,584,加法
貨倉原有飲料682支，上午賣出290支，下午運來215支，現在共有多少支？,607,四則運算
在○裡填上 + 或 - 或 =：5/10 ? 5/10 (A.√ B.: C.= D.<),C,分數(選擇)
1932 ÷ 42 = ?,46,除法
21:22 出發，經過15分鐘後到達，到達時間是？,21:37,時間計算
42的36倍是多少？,1512,乘法
84 × 84 = ?,7056,乘法
在 38071 中，數字「3」表示的數值是？,30000,位值
16和16的最小公倍數是？,16,數論
貨倉原有飲料1971支，上午賣出753支，下午運來809支，現在共有多少支？,2027,四則運算
89 × 34 = ?,3026,乘法
家中有果58個。媽媽吃了8個後，小文吃了餘下的2/5，現在還剩下多少個果？,30,四則運算
早餐從主食3種、飲品3種中各選一種，共有多少種組合？,9,組合
45小時51分 = ? 分,2751,單位轉換
213 - 177 = ?,36,減法
父親今年23歲，兒子今年13歲，在多少年前父親年齡是兒子的2倍？,3,年齡
4221 ÷ 45 = ?,93...36,除法
家中有果87個。媽媽吃了7個後，小文吃了餘下的2/5，現在還剩下多少個果？,48,四則運算
在○裡填上 + 或 - 或 =：5/9 ? 8/9 (A.× B.< C.> D.√),B,分數(選擇)
貨倉原有飲料1189支，上午賣出663支，下午運來907支，現在共有多少支？,1433,四則運算
33公里456米 = ? 米,33456,單位轉換
151 + 441 = ?,592,加法
980 - 29 = ?,951,減法
13680 ÷ 76 = ?,180,除法
97的58倍是多少？,5626,乘法
2厘米2毫米 = ? 毫米,22,單位轉換
